learning_rate,weight_decay,batch_size,max_epochs,conv_channels,dropout_rates,dense_size,rotation_degrees,translation_range,scale_range,loss_name,label_smoothing,val_accuracy,val_loss,best_epoch,training_time,model_size_mb
0.0045361201311173455,9.190788758684989e-06,73,66,"[64, 128, 256]","[0.3, 0.6]",249,22,0.051480295245340556,"[0.9690479674081823, 1.2310087852633624]",cross_entropy_ls,0.20600692543845617,0.9988235294117647,0.8963606200966181,62,457.991662979126,2.3720054626464844
0.0013743540149342508,2.0656730889780766e-05,50,65,"[64, 128, 256]","[0.2, 0.4]",398,21,0.07210758959348068,"[0.7804148548217619, 1.290945445707026]",cross_entropy_ls,0.20622235305293538,0.9984313725490196,0.8988562939213771,64,475.26027750968933,2.52490234375
0.005156464531343056,2.7780501783447728e-05,90,59,"[32, 64, 128]","[0.25, 0.5]",466,15,0.06280288892473351,"[0.9045131245790906, 1.0729179003235758]",cross_entropy,0.0,0.9984313725490196,0.008612611317306907,16,181.80336952209473,0.7815704345703125
0.005380132973345413,1.472625994764664e-05,98,41,"[32, 64, 128]","[0.3, 0.6]",249,28,0.06510356076235914,"[0.8241983363718082, 1.1079564552678816]",cross_entropy_ls,0.09588943047623513,0.9988235294117647,0.5046761964816673,36,282.62806606292725,0.6648521423339844
0.004872732011207818,1.2032658315801043e-05,100,65,"[32, 64, 128]","[0.3, 0.6]",277,26,0.061507237139707904,"[0.8294428073994058, 1.1013558331479698]",cross_entropy_ls,0.10651910483728252,0.9988235294117647,0.5390935446701798,57,443.35599756240845,0.6799125671386719
0.006300597015250739,1.4836624721071957e-05,108,69,"[16, 32, 64]","[0.3, 0.6]",332,26,0.05163744411583623,"[0.8394342703697321, 1.011266784720222]",cross_entropy_ls,0.08746977283652402,0.9980392156862745,0.46236222961369683,69,470.5585865974426,0.23116302490234375
0.002557361579100821,2.2620933713795494e-05,98,52,"[64, 128, 256]","[0.2, 0.4]",283,17,0.09579178386947501,"[0.966377980018571, 1.088276017238263]",cross_entropy_ls,0.055518190088157775,0.9980392156862745,0.3268586008221495,51,357.9568853378296,2.4068946838378906
0.0046489881011792826,3.8333157332955035e-05,82,69,"[16, 32, 64]","[0.25, 0.5]",126,24,0.08132371272560161,"[0.7009826765201053, 1.1144611341688717]",cross_entropy_ls,0.11838704433890576,0.9988235294117647,0.5865327131514456,53,432.8801848888397,0.170654296875
0.0072656138935325385,9.457141615027794e-06,78,63,"[64, 128, 256]","[0.3, 0.6]",96,22,0.06958787399474235,"[0.9568959338791722, 1.0140261661070593]",cross_entropy_ls,0.1925950305817889,0.9980392156862745,0.8514114406529595,53,423.76804995536804,2.2150039672851562
0.004428351901341626,2.5289464111012633e-05,103,70,"[64, 128, 256]","[0.25, 0.5]",105,27,0.06453734985815943,"[0.7408116078700088, 1.1239603008959016]",cross_entropy_ls,0.1018444680809406,0.9984313725490196,0.5210063650561314,69,470.7850215435028,2.2242393493652344
0.0029699931197612176,1.5814578995441152e-06,80,37,"[16, 32, 64]","[0.25, 0.5]",304,20,0.08260189401487873,"[0.8425179291074518, 1.0930972536643155]",cross_entropy_ls,0.061463802541493535,0.9988235294117647,0.35447159280963975,36,257.64645624160767,0.22293853759765625
0.005534963997585778,2.718895230112239e-05,77,51,"[16, 32, 64]","[0.25, 0.5]",206,28,0.08300421100440736,"[0.9114908074343709, 1.0876722214349057]",cross_entropy,0.0,0.9996078431372549,0.007262927391710874,44,345.23957085609436,0.19415283203125
0.004571168470129705,2.23154727718082e-05,78,49,"[32, 64, 128]","[0.25, 0.5]",178,28,0.09995882637489757,"[0.9028734680600264, 1.08998374687838]",cross_entropy,0.0,0.9996078431372549,0.006380555181061508,31,279.5963943004608,0.6266632080078125
0.0038634915557167857,3.7480751023629076e-05,57,46,"[32, 64, 128]","[0.25, 0.5]",201,28,0.10664188578932668,"[0.788283211481444, 1.0942705411690874]",cross_entropy,0.0,0.9984313725490196,0.008852132418653449,17,193.67657828330994,0.6390342712402344
