logged_at_utc,run_name,model_name,epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate
2026-04-30T10:15:24+00:00,baseline_cnn,baseline_cnn,1,1.7224000799532169,0.526979827413372,0.3841522491349481,0.8741176470588236,0.001
2026-04-30T10:15:45+00:00,baseline_cnn,baseline_cnn,2,0.6877110965400418,0.1453497743898747,0.7762629757785467,0.96,0.001
2026-04-30T10:16:06+00:00,baseline_cnn,baseline_cnn,3,0.3934483806732204,0.068134707228518,0.8721799307958478,0.9819607843137255,0.001
2026-04-30T10:16:27+00:00,baseline_cnn,baseline_cnn,4,0.2776009718542693,0.04497835987119698,0.9079584775086506,0.9894117647058823,0.001
2026-04-30T10:16:48+00:00,baseline_cnn,baseline_cnn,5,0.21114244979351862,0.025999376008323593,0.9321799307958477,0.9952941176470588,0.001
2026-04-30T10:17:09+00:00,baseline_cnn,baseline_cnn,6,0.17111440804074793,0.01981120230136987,0.9462975778546713,0.9952941176470588,0.001
2026-04-30T10:17:30+00:00,baseline_cnn,baseline_cnn,7,0.14334700743219844,0.019267631519823244,0.9550865051903115,0.9952941176470588,0.001
2026-04-30T10:17:51+00:00,baseline_cnn,baseline_cnn,8,0.13526790835246907,0.017221453416699947,0.9565397923875433,0.995686274509804,0.001
2026-04-30T10:18:13+00:00,baseline_cnn,baseline_cnn,9,0.10627312294288077,0.013010658952841243,0.9656055363321799,0.9976470588235294,0.001
2026-04-30T10:18:34+00:00,baseline_cnn,baseline_cnn,10,0.0949874417220845,0.011922453524220698,0.9696885813148789,0.9980392156862745,0.001
2026-04-30T10:18:55+00:00,baseline_cnn,baseline_cnn,11,0.09721694053199052,0.013232459215009037,0.9685121107266436,0.996078431372549,0.001
2026-04-30T10:19:16+00:00,baseline_cnn,baseline_cnn,12,0.08625790073178631,0.013595980559840945,0.9725259515570934,0.995686274509804,0.001
2026-04-30T10:19:37+00:00,baseline_cnn,baseline_cnn,13,0.07834663215393013,0.01434612969727502,0.9747404844290657,0.9964705882352941,0.001
2026-04-30T10:19:58+00:00,baseline_cnn,baseline_cnn,14,0.07525622092574114,0.011596524562514341,0.9755017301038063,0.9980392156862745,0.001
2026-04-30T10:20:19+00:00,baseline_cnn,baseline_cnn,15,0.062312392342874334,0.012962247421451406,0.9799307958477509,0.9964705882352941,0.001
2026-04-30T10:20:40+00:00,baseline_cnn,baseline_cnn,16,0.07045485363016388,0.01154304719974022,0.9780622837370242,0.9968627450980392,0.001
2026-04-30T10:21:01+00:00,baseline_cnn,baseline_cnn,17,0.05846874463001337,0.011814276833616782,0.9816608996539793,0.9976470588235294,0.001
2026-04-30T10:21:22+00:00,baseline_cnn,baseline_cnn,18,0.056178473623463024,0.010473128106335506,0.9816608996539793,0.9972549019607844,0.001
2026-04-30T10:21:43+00:00,baseline_cnn,baseline_cnn,19,0.0573453366841515,0.009256158478115228,0.982560553633218,0.9984313725490196,0.001
2026-04-30T10:22:04+00:00,baseline_cnn,baseline_cnn,20,0.04878022290843581,0.012034149875684057,0.9847058823529412,0.9968627450980392,0.001
2026-04-30T10:22:24+00:00,baseline_cnn,baseline_cnn,21,0.05243905102176701,0.009841863504495682,0.9831141868512111,0.9976470588235294,0.001
2026-04-30T10:22:45+00:00,baseline_cnn,baseline_cnn,22,0.052772360702390074,0.011233791058954974,0.9829065743944637,0.9980392156862745,0.001
2026-04-30T10:23:07+00:00,baseline_cnn,baseline_cnn,23,0.05288031583078283,0.009683513070431575,0.9842906574394463,0.9976470588235294,0.0005
2026-04-30T10:23:28+00:00,baseline_cnn,baseline_cnn,24,0.03898712681342161,0.009301689000932646,0.9880276816608996,0.9976470588235294,0.0005
2026-04-30T10:23:49+00:00,baseline_cnn,baseline_cnn,25,0.03566752361965118,0.00841270765255995,0.9890657439446366,0.9992156862745099,0.0005
2026-04-30T10:24:09+00:00,baseline_cnn,baseline_cnn,26,0.030391214242959104,0.00882706302633582,0.989757785467128,0.9988235294117647,0.0005
2026-04-30T10:24:30+00:00,baseline_cnn,baseline_cnn,27,0.030311066236952802,0.009108808211175903,0.9900346020761246,0.9984313725490196,0.0005
2026-04-30T10:24:51+00:00,baseline_cnn,baseline_cnn,28,0.031606310936767336,0.008919312014611434,0.9898961937716263,0.9976470588235294,0.0005
2026-04-30T10:25:12+00:00,baseline_cnn,baseline_cnn,29,0.028212625835490474,0.009345417371796965,0.9912110726643598,0.9980392156862745,0.00025
2026-04-30T10:25:33+00:00,baseline_cnn,baseline_cnn,30,0.029519473901953044,0.00831736191925587,0.9912110726643598,0.9988235294117647,0.00025
2026-04-30T10:25:54+00:00,baseline_cnn,baseline_cnn,31,0.028284262328128296,0.008405697233940693,0.9916955017301038,0.9988235294117647,0.00025
2026-04-30T10:26:14+00:00,baseline_cnn,baseline_cnn,32,0.025102593734035443,0.007917176397225143,0.9922491349480969,0.9988235294117647,0.00025
2026-04-30T10:26:35+00:00,baseline_cnn,baseline_cnn,33,0.026022528254847563,0.008245277220831827,0.9921107266435986,0.9980392156862745,0.00025
2026-04-30T10:27:04+00:00,baseline_cnn,baseline_cnn,34,0.021836452377786066,0.009445872024508015,0.9932179930795848,0.9980392156862745,0.00025
2026-04-30T10:27:35+00:00,baseline_cnn,baseline_cnn,35,0.02410076721091223,0.009015624802068843,0.9921799307958478,0.9984313725490196,0.00025
2026-04-30T10:28:05+00:00,baseline_cnn,baseline_cnn,36,0.020139290312608013,0.008645602196569705,0.9941176470588236,0.9984313725490196,0.000125
2026-04-30T10:28:27+00:00,baseline_cnn,baseline_cnn,37,0.021951087918615927,0.008875932665108064,0.9931487889273356,0.9984313725490196,0.000125
2026-04-30T10:28:48+00:00,baseline_cnn,baseline_cnn,38,0.020555048808713273,0.008465197136282965,0.9935640138408305,0.9984313725490196,0.000125
2026-04-30T10:29:08+00:00,baseline_cnn,baseline_cnn,39,0.01725296883254109,0.008793743209218306,0.993840830449827,0.9980392156862745,0.000125
2026-04-30T10:29:29+00:00,baseline_cnn,baseline_cnn,40,0.018581778275873834,0.009289991409921854,0.9934256055363322,0.9980392156862745,6.25e-05
2026-04-30T10:29:50+00:00,baseline_cnn,baseline_cnn,41,0.02228609803993139,0.009499606343012477,0.9939100346020762,0.9980392156862745,6.25e-05
2026-04-30T10:30:10+00:00,baseline_cnn,baseline_cnn,42,0.020457224234113645,0.009021079492234218,0.9941868512110726,0.9984313725490196,6.25e-05
